student_id,week,week_clicks,cum_clicks,assessment_score,avg_assessment_so_far
100005,1,10,10,,
100005,2,5,15,,
100005,3,6,21,,
100005,4,8,29,73.7374829319772,73.7374829319772
100005,5,10,39,,73.7374829319772
100005,6,13,52,,73.7374829319772
100005,7,6,58,,73.7374829319772
100005,8,12,70,57.105422364483104,65.42145264823014
100005,9,12,82,,65.42145264823014
100005,10,9,91,,65.42145264823014
100005,11,12,103,,65.42145264823014
100005,12,8,111,58.454199065770744,63.099034787410346
100006,1,21,21,,
100006,2,12,33,,
100006,3,22,55,,
100006,4,13,68,66.1435970734002,66.1435970734002
100006,5,19,87,,66.1435970734002
100006,6,16,103,,66.1435970734002
100006,7,23,126,,66.1435970734002
100006,8,15,141,72.70409785707992,69.42384746524006
100006,9,21,162,,69.42384746524006
100006,10,17,179,,69.42384746524006
100006,11,17,196,,69.42384746524006
100006,12,25,221,80.27803260471583,73.04190917839865
100007,1,23,23,,
100007,2,22,45,,
100007,3,17,62,,
100007,4,20,82,51.726489564022486,51.726489564022486
100007,5,17,99,,51.726489564022486
100007,6,12,111,,51.726489564022486
100007,7,10,121,,51.726489564022486
100007,8,9,130,59.09756108813796,55.412025326080226
100007,9,8,138,,55.412025326080226
100007,10,5,143,,55.412025326080226
100007,11,6,149,,55.412025326080226
100007,12,1,150,67.94953680446969,59.59119581887671
100008,1,21,21,,
100008,2,15,36,,
100008,3,12,48,,
100008,4,9,57,80.51883079924528,80.51883079924528
100008,5,10,67,,80.51883079924528
100008,6,14,81,,80.51883079924528
100008,7,8,89,,80.51883079924528
100008,8,8,97,97.98621634952613,89.2525235743857
100008,9,17,114,,89.2525235743857
100008,10,12,126,,89.2525235743857
100008,11,18,144,,89.2525235743857
100008,12,18,162,82.48888620972573,86.99797778616572
100009,1,1,1,,
100009,2,1,2,,
100009,3,4,6,,
100009,4,1,7,52.33760517264139,52.33760517264139
100009,5,3,10,,52.33760517264139
100009,6,0,10,,52.33760517264139
100009,7,0,10,,52.33760517264139
100009,8,1,11,75.96745004142433,64.15252760703285
100009,9,1,12,,64.15252760703285
100009,10,0,12,,64.15252760703285
100009,11,0,12,,64.15252760703285
100009,12,0,12,50.062673349969806,59.45590952134517
100010,1,10,10,,
100010,2,17,27,,
100010,3,15,42,,
100010,4,8,50,54.72827686296459,54.72827686296459
100010,5,10,60,,54.72827686296459
100010,6,10,70,,54.72827686296459
100010,7,14,84,,54.72827686296459
100010,8,12,96,66.06346005264705,60.39586845780582
100010,9,8,104,,60.39586845780582
100010,10,9,113,,60.39586845780582
100010,11,11,124,,60.39586845780582
100010,12,17,141,52.39980306357421,57.73051332639528
100011,1,12,12,,
100011,2,15,27,,
100011,3,10,37,,
100011,4,6,43,91.91945957313351,91.91945957313351
100011,5,13,56,,91.91945957313351
100011,6,17,73,,91.91945957313351
100011,7,6,79,,91.91945957313351
100011,8,9,88,54.45567303903859,73.18756630608604
100011,9,18,106,,73.18756630608604
100011,10,16,122,,73.18756630608604
100011,11,13,135,,73.18756630608604
100011,12,13,148,56.84223727744171,67.73912329653793
100012,1,4,4,,
100012,2,2,6,,
100012,3,8,14,,
100012,4,7,21,32.232300965195286,32.232300965195286
100012,5,4,25,,32.232300965195286
100012,6,5,30,,32.232300965195286
100012,7,5,35,,32.232300965195286
100012,8,1,36,59.16969978253188,45.70100037386358
100012,9,2,38,,45.70100037386358
100012,10,2,40,,45.70100037386358
100012,11,1,41,,45.70100037386358
100012,12,1,42,28.715659923920107,40.03922022388242
100013,1,18,18,,
100013,2,15,33,,
100013,3,27,60,,
100013,4,14,74,75.34252525120091,75.34252525120091
100013,5,16,90,,75.34252525120091
100013,6,20,110,,75.34252525120091
100013,7,20,130,,75.34252525120091
100013,8,17,147,74.96855695768693,75.15554110444393
100013,9,15,162,,75.15554110444393
100013,10,16,178,,75.15554110444393
100013,11,17,195,,75.15554110444393
100013,12,16,211,73.31007110714506,74.54038443867763
100014,1,11,11,,
100014,2,15,26,,
100014,3,11,37,,
100014,4,10,47,58.22607998274954,58.22607998274954
100014,5,18,65,,58.22607998274954
100014,6,5,70,,58.22607998274954
100014,7,8,78,,58.22607998274954
100014,8,9,87,66.63928871671645,62.432684349732995
100014,9,7,94,,62.432684349732995
100014,10,1,95,,62.432684349732995
100014,11,4,99,,62.432684349732995
100014,12,1,100,67.8216493135448,64.22900600433694
100015,1,16,16,,
100015,2,19,35,,
100015,3,24,59,,
100015,4,19,78,44.67283475027526,44.67283475027526
100015,5,23,101,,44.67283475027526
100015,6,18,119,,44.67283475027526
100015,7,17,136,,44.67283475027526
100015,8,20,156,67.21777494189429,55.945304846084774
100015,9,18,174,,55.945304846084774
100015,10,16,190,,55.945304846084774
100015,11,16,206,,55.945304846084774
100015,12,15,221,68.45367339482674,60.114761028998764
100016,1,9,9,,
100016,2,16,25,,
100016,3,10,35,,
100016,4,12,47,55.504581565029525,55.504581565029525
100016,5,11,58,,55.504581565029525
100016,6,9,67,,55.504581565029525
100016,7,11,78,,55.504581565029525
100016,8,19,97,28.750444173309116,42.12751286916932
100016,9,12,109,,42.12751286916932
100016,10,12,121,,42.12751286916932
100016,11,12,133,,42.12751286916932
100016,12,17,150,74.97194429408583,53.075656677474825
100017,1,15,15,,
100017,2,19,34,,
100017,3,21,55,,
100017,4,20,75,56.68769147251686,56.68769147251686
100017,5,12,87,,56.68769147251686
100017,6,21,108,,56.68769147251686
100017,7,21,129,,56.68769147251686
100017,8,18,147,80.09632125655124,68.39200636453404
100017,9,16,163,,68.39200636453404
100017,10,15,178,,68.39200636453404
100017,11,18,196,,68.39200636453404
100017,12,12,208,83.50894967351829,73.4309874675288
100018,1,18,18,,
100018,2,14,32,,
100018,3,17,49,,
100018,4,18,67,75.20235697554793,75.20235697554793
100018,5,22,89,,75.20235697554793
100018,6,25,114,,75.20235697554793
100018,7,15,129,,75.20235697554793
100018,8,25,154,55.21858153695365,65.21046925625079
100018,9,19,173,,65.21046925625079
100018,10,19,192,,65.21046925625079
100018,11,17,209,,65.21046925625079
100018,12,21,230,55.32948361602501,61.916807376175534
100019,1,27,27,,
100019,2,19,46,,
100019,3,23,69,,
100019,4,27,96,100.0,100.0
100019,5,25,121,,100.0
100019,6,21,142,,100.0
100019,7,30,172,,100.0
100019,8,31,203,100.0,100.0
100019,9,27,230,,100.0
100019,10,25,255,,100.0
100019,11,19,274,,100.0
100019,12,24,298,100.0,100.0
100020,1,14,14,,
100020,2,16,30,,
100020,3,13,43,,
100020,4,8,51,84.11005903207227,84.11005903207227
100020,5,17,68,,84.11005903207227
100020,6,14,82,,84.11005903207227
100020,7,9,91,,84.11005903207227
100020,8,16,107,100.0,92.05502951603614
100020,9,9,116,,92.05502951603614
100020,10,10,126,,92.05502951603614
100020,11,9,135,,92.05502951603614
100020,12,10,145,63.959255676256504,82.68977156944293
100021,1,25,25,,
100021,2,18,43,,
100021,3,16,59,,
100021,4,29,88,96.77240059031314,96.77240059031314
100021,5,21,109,,96.77240059031314
100021,6,18,127,,96.77240059031314
100021,7,17,144,,96.77240059031314
100021,8,23,167,73.0645500593059,84.91847532480952
100021,9,22,189,,84.91847532480952
100021,10,25,214,,84.91847532480952
100021,11,27,241,,84.91847532480952
100021,12,20,261,91.69503797664095,87.17732954208667
100022,1,17,17,,
100022,2,14,31,,
100022,3,17,48,,
100022,4,16,64,71.46498926715756,71.46498926715756
100022,5,21,85,,71.46498926715756
100022,6,20,105,,71.46498926715756
100022,7,15,120,,71.46498926715756
100022,8,12,132,77.46608324163721,74.46553625439739
100022,9,21,153,,74.46553625439739
100022,10,17,170,,74.46553625439739
100022,11,12,182,,74.46553625439739
100022,12,19,201,55.09497228858505,68.0086815991266
100023,1,14,14,,
100023,2,6,20,,
100023,3,22,42,,
100023,4,22,64,71.56706017416215,71.56706017416215
100023,5,14,78,,71.56706017416215
100023,6,10,88,,71.56706017416215
100023,7,12,100,,71.56706017416215
100023,8,19,119,75.68587838445924,73.6264692793107
100023,9,16,135,,73.6264692793107
100023,10,10,145,,73.6264692793107
100023,11,21,166,,73.6264692793107
100023,12,24,190,63.97602486999639,70.40965447620593
100024,1,33,33,,
100024,2,28,61,,
100024,3,22,83,,
100024,4,22,105,77.84272627971129,77.84272627971129
100024,5,25,130,,77.84272627971129
100024,6,22,152,,77.84272627971129
100024,7,25,177,,77.84272627971129
100024,8,25,202,87.02106157778141,82.43189392874635
100024,9,14,216,,82.43189392874635
100024,10,30,246,,82.43189392874635
100024,11,24,270,,82.43189392874635
100024,12,27,297,83.60765218113542,82.82381334620938
100025,1,18,18,,
100025,2,30,48,,
100025,3,23,71,,
100025,4,28,99,100.0,100.0
100025,5,28,127,,100.0
100025,6,20,147,,100.0
100025,7,27,174,,100.0
100025,8,21,195,100.0,100.0
100025,9,21,216,,100.0
100025,10,31,247,,100.0
100025,11,28,275,,100.0
100025,12,23,298,100.0,100.0
100026,1,16,16,,
100026,2,10,26,,
100026,3,19,45,,
100026,4,12,57,85.07490144872015,85.07490144872015
100026,5,13,70,,85.07490144872015
100026,6,13,83,,85.07490144872015
100026,7,14,97,,85.07490144872015
100026,8,18,115,86.2506717638722,85.66278660629618
100026,9,14,129,,85.66278660629618
100026,10,19,148,,85.66278660629618
100026,11,18,166,,85.66278660629618
100026,12,13,179,79.96165123379754,83.76240814879664
100027,1,12,12,,
100027,2,20,32,,
100027,3,17,49,,
100027,4,12,61,66.13986237280861,66.13986237280861
100027,5,15,76,,66.13986237280861
100027,6,15,91,,66.13986237280861
100027,7,14,105,,66.13986237280861
100027,8,13,118,58.57620163749393,62.35803200515127
100027,9,11,129,,62.35803200515127
100027,10,15,144,,62.35803200515127
100027,11,8,152,,62.35803200515127
100027,12,15,167,57.831905437016395,60.84932314910631
100028,1,13,13,,
100028,2,6,19,,
100028,3,14,33,,
100028,4,9,42,79.10784581925657,79.10784581925657
100028,5,11,53,,79.10784581925657
100028,6,13,66,,79.10784581925657
100028,7,5,71,,79.10784581925657
100028,8,10,81,71.4894261711251,75.29863599519084
100028,9,12,93,,75.29863599519084
100028,10,14,107,,75.29863599519084
100028,11,11,118,,75.29863599519084
100028,12,14,132,51.399981643173135,67.3324178778516
100029,1,10,10,,
100029,2,9,19,,
100029,3,16,35,,
100029,4,11,46,55.90314127026303,55.90314127026303
100029,5,11,57,,55.90314127026303
100029,6,18,75,,55.90314127026303
100029,7,9,84,,55.90314127026303
100029,8,5,89,58.08162010760492,56.99238068893398
100029,9,4,93,,56.99238068893398
100029,10,7,100,,56.99238068893398
100029,11,1,101,,56.99238068893398
100029,12,3,104,57.24290854719883,57.07588997502226
100030,1,20,20,,
100030,2,24,44,,
100030,3,22,66,,
100030,4,24,90,92.0872306093731,92.0872306093731
100030,5,19,109,,92.0872306093731
100030,6,21,130,,92.0872306093731
100030,7,13,143,,92.0872306093731
100030,8,17,160,91.99700303941813,92.0421168243956
100030,9,14,174,,92.0421168243956
100030,10,25,199,,92.0421168243956
100030,11,29,228,,92.0421168243956
100030,12,16,244,79.84252617124872,87.97558660667998
100031,1,8,8,,
100031,2,10,18,,
100031,3,10,28,,
100031,4,10,38,48.84779263990752,48.84779263990752
100031,5,8,46,,48.84779263990752
100031,6,4,50,,48.84779263990752
100031,7,4,54,,48.84779263990752
100031,8,5,59,50.694429698415256,49.77111116916139
100031,9,5,64,,49.77111116916139
100031,10,2,66,,49.77111116916139
100031,11,0,66,,49.77111116916139
100031,12,5,71,36.583855306920405,45.37535921508106
100032,1,16,16,,
100032,2,11,27,,
100032,3,18,45,,
100032,4,19,64,53.576219111257686,53.576219111257686
100032,5,22,86,,53.576219111257686
100032,6,17,103,,53.576219111257686
100032,7,21,124,,53.576219111257686
100032,8,15,139,82.80450444926164,68.19036178025966
100032,9,18,157,,68.19036178025966
100032,10,24,181,,68.19036178025966
100032,11,14,195,,68.19036178025966
100032,12,15,210,91.38314749187802,75.92129035079911
100033,1,8,8,,
100033,2,11,19,,
100033,3,14,33,,
100033,4,11,44,39.61517660571426,39.61517660571426
100033,5,16,60,,39.61517660571426
100033,6,8,68,,39.61517660571426
100033,7,6,74,,39.61517660571426
100033,8,2,76,42.87663133055297,41.24590396813362
100033,9,2,78,,41.24590396813362
100033,10,1,79,,41.24590396813362
100033,11,1,80,,41.24590396813362
100033,12,1,81,63.24065893907934,48.57748895844886
100034,1,24,24,,
100034,2,22,46,,
100034,3,18,64,,
100034,4,19,83,100.0,100.0
100034,5,17,100,,100.0
100034,6,21,121,,100.0
100034,7,15,136,,100.0
100034,8,16,152,100.0,100.0
100034,9,12,164,,100.0
100034,10,20,184,,100.0
100034,11,24,208,,100.0
100034,12,23,231,99.67693126994777,99.89231042331592
100035,1,31,31,,
100035,2,23,54,,
100035,3,27,81,,
100035,4,18,99,46.47069341264685,46.47069341264685
100035,5,22,121,,46.47069341264685
100035,6,20,141,,46.47069341264685
100035,7,26,167,,46.47069341264685
100035,8,23,190,77.79014311530362,62.13041826397524
100035,9,23,213,,62.13041826397524
100035,10,19,232,,62.13041826397524
100035,11,28,260,,62.13041826397524
100035,12,15,275,89.09336992031105,71.11806881608717
100036,1,10,10,,
100036,2,5,15,,
100036,3,8,23,,
100036,4,7,30,50.861209949376324,50.861209949376324
100036,5,8,38,,50.861209949376324
100036,6,2,40,,50.861209949376324
100036,7,6,46,,50.861209949376324
100036,8,6,52,52.74670258146299,51.80395626541966
100036,9,2,54,,51.80395626541966
100036,10,1,55,,51.80395626541966
100036,11,1,56,,51.80395626541966
100036,12,1,57,42.084046394617076,48.56398630848546
100037,1,17,17,,
100037,2,21,38,,
100037,3,19,57,,
100037,4,20,77,100.0,100.0
100037,5,28,105,,100.0
100037,6,18,123,,100.0
100037,7,22,145,,100.0
100037,8,22,167,100.0,100.0
100037,9,13,180,,100.0
100037,10,24,204,,100.0
100037,11,19,223,,100.0
100037,12,23,246,71.49957413262928,90.49985804420976
100038,1,21,21,,
100038,2,20,41,,
100038,3,19,60,,
100038,4,13,73,78.33929574263406,78.33929574263406
100038,5,25,98,,78.33929574263406
100038,6,13,111,,78.33929574263406
100038,7,26,137,,78.33929574263406
100038,8,15,152,57.594621972948524,67.9669588577913
100038,9,19,171,,67.9669588577913
100038,10,16,187,,67.9669588577913
100038,11,13,200,,67.9669588577913
100038,12,21,221,76.12701118853424,70.68697630137228
100039,1,28,28,,
100039,2,20,48,,
100039,3,17,65,,
100039,4,21,86,100.0,100.0
100039,5,20,106,,100.0
100039,6,24,130,,100.0
100039,7,27,157,,100.0
100039,8,30,187,79.79679411340362,89.89839705670181
100039,9,12,199,,89.89839705670181
100039,10,22,221,,89.89839705670181
100039,11,24,245,,89.89839705670181
100039,12,23,268,100.0,93.26559803780121
100040,1,14,14,,
100040,2,18,32,,
100040,3,23,55,,
100040,4,14,69,84.7830924075497,84.7830924075497
100040,5,16,85,,84.7830924075497
100040,6,21,106,,84.7830924075497
100040,7,17,123,,84.7830924075497
100040,8,20,143,98.46049783713849,91.6217951223441
100040,9,21,164,,91.6217951223441
100040,10,9,173,,91.6217951223441
100040,11,26,199,,91.6217951223441
100040,12,21,220,77.94835730974918,87.06398251814579
100041,1,16,16,,
100041,2,16,32,,
100041,3,15,47,,
100041,4,13,60,95.12358849571575,95.12358849571575
100041,5,10,70,,95.12358849571575
100041,6,13,83,,95.12358849571575
100041,7,16,99,,95.12358849571575
100041,8,18,117,90.91050561449677,93.01704705510626
100041,9,13,130,,93.01704705510626
100041,10,12,142,,93.01704705510626
100041,11,21,163,,93.01704705510626
100041,12,11,174,82.13500008250878,89.38969806424045
100042,1,18,18,,
100042,2,18,36,,
100042,3,13,49,,
100042,4,24,73,78.57038604891036,78.57038604891036
100042,5,15,88,,78.57038604891036
100042,6,15,103,,78.57038604891036
100042,7,23,126,,78.57038604891036
100042,8,10,136,60.248073306437334,69.40922967767385
100042,9,17,153,,69.40922967767385
100042,10,11,164,,69.40922967767385
100042,11,19,183,,69.40922967767385
100042,12,11,194,57.159421639396534,65.32596033158141
100043,1,14,14,,
100043,2,16,30,,
100043,3,9,39,,
100043,4,10,49,76.4747712582433,76.4747712582433
100043,5,6,55,,76.4747712582433
100043,6,11,66,,76.4747712582433
100043,7,11,77,,76.4747712582433
100043,8,17,94,62.379662744593944,69.42721700141863
100043,9,15,109,,69.42721700141863
100043,10,14,123,,69.42721700141863
100043,11,12,135,,69.42721700141863
100043,12,6,141,68.12772777200242,68.99405392494656
100044,1,17,17,,
100044,2,8,25,,
100044,3,15,40,,
100044,4,12,52,60.509028592898076,60.509028592898076
100044,5,11,63,,60.509028592898076
100044,6,12,75,,60.509028592898076
100044,7,6,81,,60.509028592898076
100044,8,5,86,47.33274983051287,53.92088921170547
100044,9,6,92,,53.92088921170547
100044,10,4,96,,53.92088921170547
100044,11,2,98,,53.92088921170547
100044,12,3,101,63.748723851100145,57.196834091503696
100045,1,12,12,,
100045,2,9,21,,
100045,3,11,32,,
100045,4,18,50,69.88910367270242,69.88910367270242
100045,5,14,64,,69.88910367270242
100045,6,9,73,,69.88910367270242
100045,7,7,80,,69.88910367270242
100045,8,13,93,72.47787929917689,71.18349148593965
100045,9,13,106,,71.18349148593965
100045,10,7,113,,71.18349148593965
100045,11,7,120,,71.18349148593965
100045,12,10,130,60.450858291267,67.60594708771544
100046,1,24,24,,
100046,2,21,45,,
100046,3,15,60,,
100046,4,15,75,63.569499560167245,63.569499560167245
100046,5,14,89,,63.569499560167245
100046,6,7,96,,63.569499560167245
100046,7,25,121,,63.569499560167245
100046,8,18,139,51.21056252393441,57.39003104205083
100046,9,17,156,,57.39003104205083
100046,10,16,172,,57.39003104205083
100046,11,20,192,,57.39003104205083
100046,12,12,204,62.50536543506661,59.095142506389415
100047,1,17,17,,
100047,2,17,34,,
100047,3,16,50,,
100047,4,27,77,100.0,100.0
100047,5,12,89,,100.0
100047,6,21,110,,100.0
100047,7,14,124,,100.0
100047,8,15,139,95.02762187675356,97.51381093837678
100047,9,22,161,,97.51381093837678
100047,10,16,177,,97.51381093837678
100047,11,17,194,,97.51381093837678
100047,12,16,210,92.03413588770238,95.68725258815198
100048,1,16,16,,
100048,2,21,37,,
100048,3,22,59,,
100048,4,10,69,63.08931907626561,63.08931907626561
100048,5,11,80,,63.08931907626561
100048,6,16,96,,63.08931907626561
100048,7,20,116,,63.08931907626561
100048,8,13,129,74.63341952508928,68.86136930067744
100048,9,22,151,,68.86136930067744
100048,10,15,166,,68.86136930067744
100048,11,16,182,,68.86136930067744
100048,12,10,192,53.51309726965887,63.745278623671254
100049,1,34,34,,
100049,2,28,62,,
100049,3,40,102,,
100049,4,24,126,100.0,100.0
100049,5,22,148,,100.0
100049,6,29,177,,100.0
100049,7,25,202,,100.0
100049,8,25,227,100.0,100.0
100049,9,33,260,,100.0
100049,10,27,287,,100.0
100049,11,22,309,,100.0
100049,12,22,331,100.0,100.0
100050,1,14,14,,
100050,2,9,23,,
100050,3,4,27,,
100050,4,10,37,57.66658541056793,57.66658541056793
100050,5,8,45,,57.66658541056793
100050,6,5,50,,57.66658541056793
100050,7,3,53,,57.66658541056793
100050,8,3,56,48.19205008682523,52.92931774869658
100050,9,2,58,,52.92931774869658
100050,10,2,60,,52.92931774869658
100050,11,0,60,,52.92931774869658
100050,12,3,63,65.8723417272542,57.24365907488245
100051,1,12,12,,
100051,2,16,28,,
100051,3,21,49,,
100051,4,21,70,61.55979794729538,61.55979794729538
100051,5,22,92,,61.55979794729538
100051,6,19,111,,61.55979794729538
100051,7,19,130,,61.55979794729538
100051,8,17,147,75.03153959625583,68.29566877177561
100051,9,17,164,,68.29566877177561
100051,10,16,180,,68.29566877177561
100051,11,12,192,,68.29566877177561
100051,12,22,214,70.11357953657621,68.90163902670913
100052,1,7,7,,
100052,2,7,14,,
100052,3,9,23,,
100052,4,7,30,25.067656425798738,25.067656425798738
100052,5,8,38,,25.067656425798738
100052,6,1,39,,25.067656425798738
100052,7,2,41,,25.067656425798738
100052,8,2,43,26.194522434208874,25.631089430003804
100052,9,0,43,,25.631089430003804
100052,10,1,44,,25.631089430003804
100052,11,0,44,,25.631089430003804
100052,12,0,44,26.453404068389894,25.905194309465838
100053,1,3,3,,
100053,2,4,7,,
100053,3,2,9,,
100053,4,3,12,40.39814764531505,40.39814764531505
100053,5,12,24,,40.39814764531505
100053,6,6,30,,40.39814764531505
100053,7,2,32,,40.39814764531505
100053,8,3,35,28.151014659698745,34.2745811525069
100053,9,0,35,,34.2745811525069
100053,10,2,37,,34.2745811525069
100053,11,2,39,,34.2745811525069
100053,12,0,39,20.95911228778014,29.836091530931313
100054,1,28,28,,
100054,2,19,47,,
100054,3,20,67,,
100054,4,21,88,90.7600982739846,90.7600982739846
100054,5,23,111,,90.7600982739846
100054,6,24,135,,90.7600982739846
100054,7,16,151,,90.7600982739846
100054,8,25,176,100.0,95.3800491369923
100054,9,15,191,,95.3800491369923
100054,10,18,209,,95.3800491369923
100054,11,24,233,,95.3800491369923
100054,12,14,247,100.0,96.92003275799486
100055,1,23,23,,
100055,2,14,37,,
100055,3,22,59,,
100055,4,20,79,77.32527984273224,77.32527984273224
100055,5,18,97,,77.32527984273224
100055,6,17,114,,77.32527984273224
100055,7,11,125,,77.32527984273224
100055,8,6,131,50.800409107009465,64.06284447487086
100055,9,6,137,,64.06284447487086
100055,10,7,144,,64.06284447487086
100055,11,4,148,,64.06284447487086
100055,12,3,151,55.9797354278123,61.36847479251801
100056,1,16,16,,
100056,2,14,30,,
100056,3,11,41,,
100056,4,12,53,80.82214218281223,80.82214218281223
100056,5,19,72,,80.82214218281223
100056,6,16,88,,80.82214218281223
100056,7,14,102,,80.82214218281223
100056,8,9,111,65.60251422874529,73.21232820577876
100056,9,10,121,,73.21232820577876
100056,10,11,132,,73.21232820577876
100056,11,16,148,,73.21232820577876
100056,12,14,162,50.65275339396145,65.692469935173
100057,1,24,24,,
100057,2,24,48,,
100057,3,19,67,,
100057,4,16,83,92.76681691202589,92.76681691202589
100057,5,23,106,,92.76681691202589
100057,6,18,124,,92.76681691202589
100057,7,26,150,,92.76681691202589
100057,8,19,169,70.63280364813367,81.69981028007979
100057,9,16,185,,81.69981028007979
100057,10,22,207,,81.69981028007979
100057,11,19,226,,81.69981028007979
100057,12,16,242,76.45114502662499,79.95025519559486
100058,1,30,30,,
100058,2,22,52,,
100058,3,21,73,,
100058,4,25,98,82.57173016106012,82.57173016106012
100058,5,18,116,,82.57173016106012
100058,6,22,138,,82.57173016106012
100058,7,14,152,,82.57173016106012
100058,8,25,177,75.49228672685854,79.03200844395933
100058,9,24,201,,79.03200844395933
100058,10,24,225,,79.03200844395933
100058,11,29,254,,79.03200844395933
100058,12,22,276,100.0,86.02133896263956
100059,1,15,15,,
100059,2,8,23,,
100059,3,15,38,,
100059,4,18,56,58.65990668119032,58.65990668119032
100059,5,9,65,,58.65990668119032
100059,6,19,84,,58.65990668119032
100059,7,11,95,,58.65990668119032
100059,8,11,106,57.33403488473367,57.996970782961995
100059,9,12,118,,57.996970782961995
100059,10,12,130,,57.996970782961995
100059,11,12,142,,57.996970782961995
100059,12,9,151,59.706320166438665,58.566753910787554
100060,1,17,17,,
100060,2,12,29,,
100060,3,17,46,,
100060,4,15,61,78.56013336972397,78.56013336972397
100060,5,14,75,,78.56013336972397
100060,6,21,96,,78.56013336972397
100060,7,16,112,,78.56013336972397
100060,8,14,126,44.42719046028467,61.493661915004324
100060,9,9,135,,61.493661915004324
100060,10,12,147,,61.493661915004324
100060,11,20,167,,61.493661915004324
100060,12,18,185,57.17583066706097,60.05438483235654
100061,1,19,19,,
100061,2,17,36,,
100061,3,16,52,,
100061,4,12,64,79.64726686011304,79.64726686011304
100061,5,13,77,,79.64726686011304
100061,6,20,97,,79.64726686011304
100061,7,12,109,,79.64726686011304
100061,8,19,128,86.63261658940587,83.13994172475945
100061,9,13,141,,83.13994172475945
100061,10,14,155,,83.13994172475945
100061,11,15,170,,83.13994172475945
100061,12,15,185,85.10094880501944,83.79361075151279
100062,1,27,27,,
100062,2,23,50,,
100062,3,37,87,,
100062,4,16,103,77.46379896353672,77.46379896353672
100062,5,20,123,,77.46379896353672
100062,6,24,147,,77.46379896353672
100062,7,17,164,,77.46379896353672
100062,8,25,189,75.23518164234719,76.34949030294194
100062,9,27,216,,76.34949030294194
100062,10,30,246,,76.34949030294194
100062,11,35,281,,76.34949030294194
100062,12,15,296,77.45552332048577,76.71816797545655
100063,1,17,17,,
100063,2,24,41,,
100063,3,20,61,,
100063,4,24,85,100.0,100.0
100063,5,15,100,,100.0
100063,6,14,114,,100.0
100063,7,15,129,,100.0
100063,8,13,142,95.10411610488929,97.55205805244464
100063,9,20,162,,97.55205805244464
100063,10,18,180,,97.55205805244464
100063,11,7,187,,97.55205805244464
100063,12,20,207,100.0,98.36803870162976
100064,1,18,18,,
100064,2,15,33,,
100064,3,7,40,,
100064,4,22,62,59.614679722612834,59.614679722612834
100064,5,14,76,,59.614679722612834
100064,6,14,90,,59.614679722612834
100064,7,24,114,,59.614679722612834
100064,8,14,128,63.16311281006263,61.38889626633773
100064,9,18,146,,61.38889626633773
100064,10,12,158,,61.38889626633773
100064,11,15,173,,61.38889626633773
100064,12,22,195,62.213841796759425,61.66387810981163
100065,1,9,9,,
100065,2,5,14,,
100065,3,9,23,,
100065,4,4,27,66.463582136323,66.463582136323
100065,5,15,42,,66.463582136323
100065,6,9,51,,66.463582136323
100065,7,8,59,,66.463582136323
100065,8,7,66,86.78869960045341,76.6261408683882
100065,9,3,69,,76.6261408683882
100065,10,6,75,,76.6261408683882
100065,11,8,83,,76.6261408683882
100065,12,8,91,54.36954951781842,69.20727708486494
100066,1,20,20,,
